id,Created (UTC),Total Spend,Payment Count,Tax Location Recognized
cus_R05C79Dq8fhyNB,2024-10-09 18:54,"0,00",0,FALSE
cus_R04z1flWfAaXOw,2024-10-09 18:41,"0,00",0,FALSE
cus_R04QdTDxP1zDm2,2024-10-09 18:07,"0,00",0,FALSE
cus_R040q9qmyVfu2K,2024-10-09 17:40,"331,81",1,TRUE
cus_R03tUos71zJnUj,2024-10-09 17:33,"0,00",0,FALSE
cus_R02yVh8rirliqr,2024-10-09 16:37,"0,00",0,FALSE
cus_R02gjbvJgzKbv0,2024-10-09 16:19,"148,74",4,TRUE
cus_R02CCIZFqR5lIi,2024-10-09 15:48,"0,00",0,FALSE
cus_R026gsatgIQIJE,2024-10-09 15:43,"0,00",0,FALSE
cus_R01z1OOovIdsfB,2024-10-09 15:35,"0,00",0,FALSE
cus_R01Ae5pyj4oBjL,2024-10-09 14:45,"0,00",0,FALSE
cus_R00m5cajq7IJmh,2024-10-09 14:21,"0,00",0,FALSE
cus_R00mAKHUcot82R,2024-10-09 14:20,"0,00",0,FALSE
cus_R00i2dL4S8HjQJ,2024-10-09 14:16,"0,00",0,FALSE
cus_R00foiOnArmXVI,2024-10-09 14:13,"0,00",0,FALSE
cus_R00eIuhlW1mrKg,2024-10-09 14:12,"316,00",4,TRUE
cus_R00RxIyNJumT6R,2024-10-09 13:59,"0,00",0,FALSE
cus_R00PoULm5ddURe,2024-10-09 13:57,"0,00",0,FALSE
cus_R008sMSA4Yulce,2024-10-09 13:40,"156,00",4,TRUE
cus_R002o0A145Tc6x,2024-10-09 13:34,"0,00",0,FALSE
cus_QzzwgpUpWvxF2h,2024-10-09 13:28,"0,00",0,FALSE
cus_QzzvTC5WmBN6Rw,2024-10-09 13:27,"0,00",0,FALSE
cus_QzzjwMZ4PjE6hL,2024-10-09 13:16,"0,00",0,FALSE
cus_Qzzf4wdzUqNSqF,2024-10-09 13:11,"0,00",0,FALSE
cus_QzzcErJqvENMxs,2024-10-09 13:08,"0,00",0,FALSE
cus_QzzZXt9zjbFLHZ,2024-10-09 13:05,"0,00",0,FALSE
cus_QzzTGvh35D6BQK,2024-10-09 13:00,"0,00",0,FALSE
cus_Qzz82Qx5dAYDb6,2024-10-09 12:38,"1129,86",5,TRUE
cus_QzyqAxXsMXJBH4,2024-10-09 12:20,"0,00",0,FALSE
cus_QzyWVQF2m6MPyW,2024-10-09 12:00,"0,00",0,FALSE
cus_QzyC19gY8fiS5F,2024-10-09 11:41,"0,00",0,FALSE
cus_QzxlKAs6vf6Mle,2024-10-09 11:13,"213,40",6,TRUE
cus_QzxICQPsYnXY1Z,2024-10-09 10:44,"0,00",0,FALSE
cus_QzxEnYzuuVtC7L,2024-10-09 10:40,"0,00",0,FALSE
cus_QzxBuguh49yq5p,2024-10-09 10:37,"0,00",0,FALSE
cus_QzwZkLFnqXkQyo,2024-10-09 9:59,"0,00",0,FALSE
cus_Qzw9FG505GkvLG,2024-10-09 9:33,"226,26",4,TRUE
cus_Qzw73ABA2vGlzl,2024-10-09 9:32,"348,00",1,TRUE
cus_Qzw6qmPlfXhi2j,2024-10-09 9:30,"0,00",0,FALSE
cus_Qzw4YsM4JyfvmN,2024-10-09 9:29,"0,00",0,FALSE
cus_QzutfddGQFnLcS,2024-10-09 8:16,"0,00",0,FALSE
cus_QzunILXrzqCmaP,2024-10-09 8:10,"0,00",0,FALSE
cus_QzuTCVuloAFrCX,2024-10-09 7:50,"0,00",0,FALSE
cus_Qzu8KV8Eh6YnaK,2024-10-09 7:29,"0,00",0,FALSE
cus_QztquAuXm08R4O,2024-10-09 7:10,"0,00",0,FALSE
cus_Qztog8MRLkAwtR,2024-10-09 7:08,"0,00",0,FALSE
cus_QztnDDHIQ108oZ,2024-10-09 7:07,"0,00",0,FALSE
cus_QztJrvcx6YosXJ,2024-10-09 6:37,"417,60",1,TRUE
cus_QzszZGZqmVKe5x,2024-10-09 6:17,"0,00",0,FALSE
cus_QzsVSP5TR2XDEt,2024-10-09 5:47,"0,00",0,FALSE
cus_QzsS24hJnU3aeQ,2024-10-09 5:44,"0,00",0,FALSE
cus_QzsSbrpp81EHUt,2024-10-09 5:44,"0,00",0,FALSE
cus_QzsO2M4jwS2mlI,2024-10-09 5:40,"0,00",0,FALSE
cus_QzsNrZVWxyTOrv,2024-10-09 5:39,"0,00",0,FALSE
cus_QzopI5CBKWajuZ,2024-10-09 2:00,"0,00",0,FALSE
cus_QznCunnQxmBbqn,2024-10-09 0:19,"0,00",0,FALSE
cus_Qzmr2z9PkOWZj9,2024-10-08 23:58,"0,00",0,FALSE
cus_QzmWAOLsQhQrVp,2024-10-08 23:36,"0,00",0,FALSE
cus_QzkMqqhxnjKsVN,2024-10-08 21:23,"0,00",0,FALSE
cus_QzjQYe3gaNxoAc,2024-10-08 20:24,"0,00",0,FALSE
cus_QzitrKV0Q2H1aP,2024-10-08 19:52,"0,00",0,FALSE
cus_QzibPTvt1M9d81,2024-10-08 19:33,"0,00",0,FALSE
cus_QzhzbXPWy5xy7Z,2024-10-08 18:55,"0,00",0,FALSE
cus_QzhyCE4O3PTNh1,2024-10-08 18:55,"0,00",0,FALSE
cus_QzhVXgn2yaIiDN,2024-10-08 18:25,"0,00",0,FALSE
cus_QzhRBCNF8NxiGi,2024-10-08 18:21,"0,00",0,FALSE
cus_QzhJMV42FrkyaZ,2024-10-08 18:13,"0,00",0,FALSE
cus_QzgS99smje2r9h,2024-10-08 17:21,"0,00",0,FALSE
cus_QzgSfvjf2Kvu5u,2024-10-08 17:20,"0,00",0,FALSE
cus_Qzg8MPc9tVOqo6,2024-10-08 17:00,"348,00",1,TRUE
cus_Qzg8fVuEK1Nqkd,2024-10-08 17:00,"0,00",0,FALSE
cus_Qzg6kzJEx6vUhK,2024-10-08 16:59,"185,93",5,TRUE
cus_Qzg0ggZQ4jfxKO,2024-10-08 16:52,"0,00",0,FALSE
cus_QzfwFAyPfeoXSf,2024-10-08 16:49,"0,00",0,FALSE
cus_QzfjM4SrjFUkiY,2024-10-08 16:36,"0,00",0,FALSE
cus_Qzfh0npNhQPNAz,2024-10-08 16:33,"0,00",0,FALSE
cus_QzfJANCVROAzV0,2024-10-08 16:10,"0,00",0,FALSE
cus_QzfHirtKLYSisN,2024-10-08 16:08,"0,00",0,FALSE
cus_Qzeo4UozYYcNqC,2024-10-08 15:39,"0,00",0,FALSE
cus_QzePZs12HuOGaQ,2024-10-08 15:13,"0,00",0,FALSE
cus_QzeMk98OvRirpu,2024-10-08 15:11,"0,00",0,FALSE
cus_QzdrHeLr3Sq1Wc,2024-10-08 14:40,"0,00",0,FALSE
cus_QzdpaxM1nymL4H,2024-10-08 14:37,"95,59",2,TRUE
cus_QzdoVrpSRISmME,2024-10-08 14:36,"0,00",0,FALSE
cus_QzdmnCYeBpqK12,2024-10-08 14:34,"0,00",0,FALSE
cus_QzdO6UxskI5RL6,2024-10-08 14:10,"0,00",0,FALSE
cus_QzdK3x0syd0V0x,2024-10-08 14:06,"0,00",0,FALSE
cus_QzdAMuRjEjcOPD,2024-10-08 13:56,"0,00",0,FALSE
cus_QzcVFSpu6VcQga,2024-10-08 13:15,"0,00",0,FALSE
cus_QzcU9fuUSF9Q5B,2024-10-08 13:15,"0,00",0,FALSE
cus_Qzc8b2wX7k8set,2024-10-08 12:53,"2038,40",10,TRUE
cus_QzbsH6Q6u85uzi,2024-10-08 12:36,"0,00",0,FALSE
cus_QzbnkNmIojumRF,2024-10-08 12:31,"0,00",0,FALSE
cus_QzbOwPfvKS8eX7,2024-10-08 12:07,"0,00",0,FALSE
cus_Qzb7UXmuxP3GjN,2024-10-08 11:50,"0,00",0,FALSE
cus_Qzaw60HjWicKiA,2024-10-08 11:38,"0,00",0,FALSE
cus_QzappBcML6Arbz,2024-10-08 11:32,"0,00",0,FALSE
cus_Qzaj1WarsQszqh,2024-10-08 11:25,"0,00",0,FALSE
cus_QzaE2OUe4yLP37,2024-10-08 10:55,"0,00",0,FALSE
cus_QzaCUdYJpX56Ii,2024-10-08 10:52,"0,00",0,FALSE
cus_Qza0lx0j6eJrkK,2024-10-08 10:41,"0,00",0,FALSE
cus_QzZU7UKFxET0NJ,2024-10-08 10:08,"0,00",0,FALSE
cus_QzZKtO6VedT73M,2024-10-08 9:58,"0,00",0,FALSE
cus_QzYv4fIpxnEQFS,2024-10-08 9:33,"468,00",4,TRUE
cus_QzYjavj8rzGBVZ,2024-10-08 9:21,"0,00",0,FALSE
cus_QzYb18PoBlu1Uk,2024-10-08 9:14,"0,00",0,FALSE
cus_QzYXLg5Wo1Kq5T,2024-10-08 9:10,"0,00",0,FALSE
cus_QzYEEqqRTW3mn1,2024-10-08 8:50,"0,00",0,FALSE
cus_QzXw2dNjOJ3QYI,2024-10-08 8:33,"0,00",0,FALSE
cus_QzXouoopMePQaX,2024-10-08 8:25,"0,00",0,FALSE
cus_QzXd7Rv1fOicMA,2024-10-08 8:13,"348,00",1,TRUE
cus_QzXcRZIJgK5ItW,2024-10-08 8:12,"357,93",5,TRUE
cus_QzX9dXu4dunwYA,2024-10-08 7:44,"0,00",0,FALSE
cus_QzW3Pn5xTJWm0x,2024-10-08 6:35,"148,74",4,TRUE
cus_QzVt2dyHnht21J,2024-10-08 6:25,"0,00",0,FALSE
cus_QzUZM1y9zW9yZJ,2024-10-08 5:03,"0,00",0,FALSE
cus_QzU34cmpsYaWVr,2024-10-08 4:31,"0,00",0,FALSE
cus_QzTlVghjIKF6mK,2024-10-08 4:14,"0,00",0,FALSE
cus_QzSTEn2QVFntOG,2024-10-08 2:53,"0,00",0,FALSE
cus_QzRmivRSp8gHMa,2024-10-08 2:10,"0,00",0,FALSE
cus_QzRS9Z1u6Q6k46,2024-10-08 1:50,"0,00",0,FALSE
cus_QzPPiGXNQ1kdPh,2024-10-07 23:43,"0,00",0,FALSE
cus_QzNQWvg4d79KAf,2024-10-07 21:40,"0,00",0,FALSE
cus_QzNOTkKAZvUk1g,2024-10-07 21:39,"0,00",0,FALSE
cus_QzNHjHIZx8OCYh,2024-10-07 21:32,"148,74",4,TRUE
cus_QzNEjJd9yWCM0u,2024-10-07 21:28,"376,62",5,TRUE
cus_QzMTCfV1FyR732,2024-10-07 20:41,"156,00",4,TRUE
cus_QzMKTm4mGop2Rc,2024-10-07 20:33,"0,00",0,FALSE
cus_QzLSFDUYEQOPba,2024-10-07 19:38,"0,00",0,FALSE
cus_QzLL653vun3YId,2024-10-07 19:31,"37,19",1,TRUE
cus_QzKriB2Va4QzVX,2024-10-07 19:01,"0,00",0,FALSE
cus_QzKhkO7O6OxgaR,2024-10-07 18:52,"0,00",0,FALSE
cus_QzKS3zCBZsi7NL,2024-10-07 18:36,"0,00",0,FALSE
cus_QzJwL0O0c2dC7z,2024-10-07 18:05,"0,00",0,FALSE
cus_QzJndKTq4MSfJa,2024-10-07 17:56,"0,00",0,FALSE
cus_QzJn04MT0gqh7q,2024-10-07 17:55,"0,00",0,FALSE
cus_QzIligufOThfvf,2024-10-07 16:51,"0,00",0,FALSE
cus_QzIaECGpeVD6X6,2024-10-07 16:40,"0,00",0,FALSE
cus_QzIKMiLbGxt8xi,2024-10-07 16:24,"0,00",0,FALSE
cus_QzIJ268PzX9OFk,2024-10-07 16:23,"466,95",6,TRUE
cus_QzHw7XPnukMcHI,2024-10-07 16:01,"0,00",0,FALSE
cus_QzHm9u1x2fOpQO,2024-10-07 15:50,"0,00",0,FALSE
cus_QzHMOoQMLDIozS,2024-10-07 15:24,"0,00",0,FALSE
cus_QzHJ9eK9GqIYnI,2024-10-07 15:21,"0,00",0,FALSE
cus_QzH8PQ3PDDKYia,2024-10-07 15:11,"0,00",0,FALSE
cus_QzGxRSMSDdv8rK,2024-10-07 14:59,"0,00",0,TRUE
cus_QzGt4Am8Tbcg0O,2024-10-07 14:55,"0,00",0,FALSE
cus_QzGlJoK4NbNDPM,2024-10-07 14:48,"0,00",0,FALSE
cus_QzGc2fkH7Ifm6V,2024-10-07 14:38,"185,25",5,TRUE
cus_QzGNMl6u8JpvTG,2024-10-07 14:23,"348,00",1,TRUE
cus_QzGEgu5NCecekM,2024-10-07 14:15,"0,00",0,FALSE
cus_QzG8ZSZStNZzTj,2024-10-07 14:08,"0,00",0,FALSE
cus_QzG6EnxawRLyh2,2024-10-07 14:07,"0,00",0,FALSE
cus_QzG2m9tcTiX29b,2024-10-07 14:02,"0,00",0,FALSE
cus_QzFuaicUMOWRpZ,2024-10-07 13:54,"0,00",0,FALSE
cus_QzFB5N6tfN2rgl,2024-10-07 13:09,"0,00",0,FALSE
cus_QzEx6EhD9BZsT2,2024-10-07 12:55,"696,00",1,TRUE
cus_QzErzKvMLNMf8T,2024-10-07 12:49,"0,00",0,FALSE
cus_QzEk1Fkpjtzi7M,2024-10-07 12:42,"0,00",0,FALSE
cus_QzEiJt3g7s9GBQ,2024-10-07 12:40,"0,00",0,FALSE
cus_QzEc2hMZlpCMDm,2024-10-07 12:34,"0,00",0,TRUE
cus_QzEEVKagbudc2o,2024-10-07 12:11,"0,00",0,FALSE
cus_QzDiSbTDk5iJ4v,2024-10-07 11:38,"0,00",0,FALSE
cus_QzDghssy1x3hES,2024-10-07 11:36,"0,00",0,FALSE
cus_QzDcCc8Lb3MHBf,2024-10-07 11:32,"0,00",0,FALSE
cus_QzDQ8JlmekMd9G,2024-10-07 11:20,"0,00",0,FALSE
cus_QzCjGTWiqIzpYU,2024-10-07 10:37,"0,00",0,FALSE
cus_QzCdLN0V43S2LF,2024-10-07 10:31,"0,00",0,FALSE
cus_QzCFbqm1dBBOzL,2024-10-07 10:07,"0,00",0,FALSE
cus_QzCAUT6RBtI14w,2024-10-07 10:02,"0,00",0,FALSE
cus_QzC9zZIrngc9K6,2024-10-07 10:01,"0,00",0,FALSE
cus_QzBrcgxGf9yCyA,2024-10-07 9:44,"0,00",0,FALSE
cus_QzBnffSxaC2abn,2024-10-07 9:40,"0,00",0,FALSE
cus_QzBXitSWPyyx1E,2024-10-07 9:23,"0,00",0,FALSE
cus_QzBU1GMGHjSonO,2024-10-07 9:20,"0,00",0,FALSE
cus_QzBUjV1Xw7LRPd,2024-10-07 9:20,"0,00",0,FALSE
cus_QzBMbXpzfgHUFj,2024-10-07 9:13,"0,00",0,FALSE
cus_QzBM9vbmpY0aDo,2024-10-07 9:12,"148,59",3,TRUE
cus_QzBC2FMprwtQ97,2024-10-07 9:03,"188,76",4,TRUE
cus_QzB7txbFAZLAE3,2024-10-07 8:57,"0,00",0,FALSE
cus_QzAuCfkYcoEyOG,2024-10-07 8:45,"0,00",0,FALSE
cus_QzAkoDLSgnyn9l,2024-10-07 8:34,"0,00",0,FALSE
cus_QzAPqRNNYwTe7Q,2024-10-07 8:13,"0,00",0,FALSE
cus_QzALoxsz8i5SIB,2024-10-07 8:09,"0,00",0,FALSE
cus_QzAJP3gIYkoUAB,2024-10-07 8:07,"0,00",0,FALSE
cus_QzACF9q6IdJHaK,2024-10-07 8:01,"0,00",0,FALSE
cus_QzA3Bc99P2oh76,2024-10-07 7:52,"0,00",0,FALSE
cus_Qz9EQMcw1Yez0e,2024-10-07 7:00,"92,82",2,TRUE
cus_Qz9BTa7XlmCdEh,2024-10-07 6:57,"0,00",0,FALSE
cus_Qz8pyxnQqspbs0,2024-10-07 6:35,"0,00",0,FALSE
cus_Qz73XgGHXDvQ5i,2024-10-07 4:45,"0,00",0,FALSE
cus_Qz69ou2UpCSUtV,2024-10-07 3:50,"0,00",0,FALSE
cus_Qz69YPTv14yGkc,2024-10-07 3:49,"0,00",0,FALSE
cus_Qz68yUNwJLXYUQ,2024-10-07 3:48,"0,00",0,FALSE
cus_Qz4eZwy1sCbu76,2024-10-07 2:17,"0,00",0,FALSE
cus_Qz2LdERmUTxWXg,2024-10-06 23:53,"0,00",0,FALSE
cus_Qyz3SWzTbgD7l2,2024-10-06 20:29,"696,00",1,TRUE
cus_QyyhdMfUQvN1ca,2024-10-06 20:08,"276,00",4,TRUE
cus_QyyXd1y1MWFN93,2024-10-06 19:58,"331,81",1,TRUE
cus_QyyWZUFFnhsej1,2024-10-06 19:57,"0,00",0,FALSE
cus_Qyy6qIhl0smEdZ,2024-10-06 19:31,"0,00",0,FALSE
cus_QywXi0WjsTt9bK,2024-10-06 17:53,"0,00",0,FALSE
cus_QyvF1YGogYotyT,2024-10-06 16:34,"0,00",0,TRUE
cus_QyuiZkIE79AaCL,2024-10-06 16:00,"0,00",0,FALSE
cus_QyrhyMWECL2hdQ,2024-10-06 12:53,"0,00",0,FALSE
cus_Qyr7TSu25RLyIa,2024-10-06 12:18,"0,00",0,FALSE
cus_QypzxQ5SPq4Dco,2024-10-06 11:07,"0,00",0,FALSE
cus_QyntlGMRNq5pC7,2024-10-06 8:57,"0,00",0,FALSE
cus_QynlkWOymLPo20,2024-10-06 8:49,"0,00",0,FALSE
cus_QynQLFpNS4NVbQ,2024-10-06 8:29,"0,00",0,FALSE
cus_Qyn9OJTQUnTjaN,2024-10-06 8:11,"0,00",0,FALSE
cus_QygsAE8hIE4sNj,2024-10-06 1:42,"0,00",0,FALSE
cus_Qyglsi7xI83XcY,2024-10-06 1:35,"97,50",5,FALSE
cus_Qyf5okfHllqoPH,2024-10-05 23:51,"0,00",0,FALSE
cus_Qyc0lKzzSHbC9F,2024-10-05 20:40,"0,00",0,FALSE
cus_QyaHzQxAsj5eGq,2024-10-05 18:54,"0,00",0,FALSE
cus_Qya8NU3hSHOSPy,2024-10-05 18:44,"170,42",4,FALSE
cus_QyXddmrSIMNjxq,2024-10-05 16:09,"0,00",0,FALSE
cus_QyXPKejbzNd4iO,2024-10-05 15:55,"348,00",1,TRUE
cus_QyVnCs7QBmXFq4,2024-10-05 14:15,"0,00",0,FALSE
cus_QyVc5uy94OYhro,2024-10-05 14:04,"74,37",2,TRUE
cus_QyU3Rh0PShVCAp,2024-10-05 12:28,"0,00",0,FALSE
cus_QyT0EsONBcTnJa,2024-10-05 11:23,"0,00",0,FALSE
cus_QyQQzhayxsWtF5,2024-10-05 8:42,"0,00",0,FALSE
cus_QyPMcfVFIlX37V,2024-10-05 7:36,"0,00",0,FALSE
cus_QyO3559hrdmmx3,2024-10-05 6:15,"0,00",0,FALSE
cus_QyO0VS69a632e5,2024-10-05 6:12,"0,00",0,FALSE
cus_QyMfDzb1cD8u8R,2024-10-05 4:49,"0,00",0,FALSE
cus_QyM9x90MXfkRZb,2024-10-05 4:17,"0,00",0,FALSE
cus_QyM9EKVN9Jx5cJ,2024-10-05 4:17,"0,00",0,FALSE
cus_QyInsEEdtyxscl,2024-10-05 0:50,"0,00",0,FALSE
cus_QyIJyVi99QquDW,2024-10-05 0:20,"0,00",0,FALSE
cus_QyFBNVhXsRlQfI,2024-10-04 21:06,"0,00",0,FALSE
cus_QyF5syD0SZyo1x,2024-10-04 20:59,"0,00",0,FALSE
cus_QyEyzMmGoc8d9K,2024-10-04 20:53,"0,00",0,FALSE
cus_QyCki3Y2F3nKHi,2024-10-04 18:35,"0,00",0,FALSE
cus_QyCXMY2WJ3OYIE,2024-10-04 18:22,"273,00",3,TRUE
cus_QyCFLXsJRSzyeC,2024-10-04 18:03,"0,00",0,FALSE
cus_QyBsmCot7PfAVy,2024-10-04 17:41,"0,00",1,TRUE
cus_QyArODmwb9ulWe,2024-10-04 16:37,"0,00",0,FALSE
cus_QyAoOV8caOhzdm,2024-10-04 16:34,"0,00",0,FALSE
cus_QyAH39kIAIqkkh,2024-10-04 16:01,"75,32",1,FALSE
cus_QyA5w0gffe6oRt,2024-10-04 15:50,"0,00",0,FALSE
cus_QyA1KH7aSSc6sY,2024-10-04 15:46,"0,00",0,FALSE
cus_Qy9ugahQuTXg0I,2024-10-04 15:38,"331,81",1,TRUE
cus_Qy9bAjMUXci1yl,2024-10-04 15:19,"0,00",0,FALSE
cus_Qy9Ypwv2R60giZ,2024-10-04 15:16,"0,00",0,FALSE
cus_Qy9VL1X2NGgYZr,2024-10-04 15:14,"0,00",0,FALSE
cus_Qy9EymcZ37QbAo,2024-10-04 14:56,"331,81",1,TRUE
cus_Qy8ejXDWZdmsR6,2024-10-04 14:20,"260,30",5,TRUE
cus_Qy8cRnywiBEGIl,2024-10-04 14:19,"0,00",0,FALSE
cus_Qy8aCCRUVhWVpN,2024-10-04 14:17,"0,00",0,FALSE
cus_Qy8ToDPcKvRVba,2024-10-04 14:09,"0,00",0,FALSE
cus_Qy88pv1Gl2dQiq,2024-10-04 13:48,"0,00",0,FALSE
cus_Qy80ULkWJGyBED,2024-10-04 13:41,"284,40",3,TRUE
cus_Qy7iGoark5ILr8,2024-10-04 13:22,"0,00",0,FALSE
cus_Qy7dAxOyn4IVrN,2024-10-04 13:17,"175,50",5,TRUE
cus_Qy7UoH0hbt0q7t,2024-10-04 13:09,"0,00",0,FALSE
cus_Qy7KVaSfsyszDW,2024-10-04 12:59,"0,00",0,FALSE
cus_Qy71v5a0YNa23s,2024-10-04 12:40,"0,00",0,FALSE
cus_Qy70ajcoNyNyyQ,2024-10-04 12:38,"0,00",0,FALSE
cus_Qy6VUvjb6vndkh,2024-10-04 12:07,"39,00",1,TRUE
cus_Qy5oKsWIGeGoQG,2024-10-04 11:25,"331,81",1,TRUE
cus_Qy5nU769zCqSX7,2024-10-04 11:24,"0,00",0,FALSE
cus_Qy5YxCJ2NsK3M7,2024-10-04 11:08,"0,00",0,FALSE
cus_Qy5Bm1VPLN2fpj,2024-10-04 10:45,"395,00",5,TRUE
cus_Qy507qcHv24kRC,2024-10-04 10:34,"0,00",0,FALSE
cus_Qy4NdIf3iKMhgv,2024-10-04 9:55,"0,00",0,FALSE
cus_Qy4EVZaevMrtBS,2024-10-04 9:46,"0,00",0,FALSE
cus_Qy3xFgTSDDnjTS,2024-10-04 9:29,"0,00",0,FALSE
cus_Qy3ElBVkSjg5bL,2024-10-04 8:44,"0,00",0,FALSE
cus_Qy2j3lSxxxeclw,2024-10-04 8:13,"0,00",0,FALSE
cus_Qy2bcWfizDaV1J,2024-10-04 8:05,"39,78",1,TRUE
cus_Qy2QjyfaXYzWxY,2024-10-04 7:54,"0,00",0,FALSE
cus_Qy2IPQbbTNadQ2,2024-10-04 7:47,"0,00",0,FALSE
cus_Qy1pUQ9MydEMNP,2024-10-04 7:17,"0,00",0,FALSE
cus_Qy02b8YGD6Eruc,2024-10-04 5:26,"0,00",0,FALSE
cus_QxxHAgQnva7QGW,2024-10-04 2:36,"0,00",0,FALSE
cus_QxwLyxx37JSUlS,2024-10-04 1:38,"455,50",5,TRUE
cus_QxwCT5FSDySzHQ,2024-10-04 1:29,"0,00",0,FALSE
cus_Qxqx5eI53kyCGJ,2024-10-03 20:03,"195,00",5,TRUE
cus_QxqT3H7i8vbH3o,2024-10-03 19:33,"0,00",0,FALSE
cus_QxoeG9imJehvGR,2024-10-03 17:40,"21816,00",1,FALSE
cus_QxoVFnT4Mz44RT,2024-10-03 17:32,"0,00",0,FALSE
cus_Qxo1Rc2CfFkbh4,2024-10-03 17:02,"0,00",0,FALSE
cus_QxnejFLoJFs6SL,2024-10-03 16:38,"0,00",0,FALSE
cus_QxnIT0WWjF3aOt,2024-10-03 16:16,"0,00",0,FALSE
cus_Qxmxzx5CsHf8h7,2024-10-03 15:56,"0,00",0,TRUE
cus_QxmjuWtidgbLBm,2024-10-03 15:41,"0,00",0,FALSE
cus_Qxm9FEywkVz1fD,2024-10-03 15:06,"0,00",0,FALSE
cus_Qxm6WhOcKOJHTI,2024-10-03 15:02,"0,00",0,FALSE
cus_QxldCEfb6Q7F0b,2024-10-03 14:33,"0,00",0,FALSE
cus_QxlWwT0gywjqmS,2024-10-03 14:27,"0,00",0,FALSE
cus_Qxl84besf3LfHy,2024-10-03 14:02,"37,19",1,TRUE
cus_QxkcuEn7uouL9e,2024-10-03 13:30,"0,00",0,FALSE
cus_QxkNNoAsDHV4x2,2024-10-03 13:15,"0,00",0,FALSE
cus_Qxk9SX5G6Km6Bk,2024-10-03 13:01,"0,00",0,FALSE
cus_Qxk36UxwyqpuhG,2024-10-03 12:56,"263,16",1,TRUE
cus_QxjnGEecdqLsDJ,2024-10-03 12:39,"0,00",0,FALSE
cus_QxjnuGKwso7dPz,2024-10-03 12:39,"0,00",0,FALSE
cus_QxinZLwcC4xb2a,2024-10-03 11:37,"0,00",0,FALSE
cus_Qxi4CShxGUxewV,2024-10-03 10:52,"0,00",0,FALSE
cus_QxhwUtQnxURFAB,2024-10-03 10:44,"0,00",0,FALSE
cus_QxhvuqTzMzrTAV,2024-10-03 10:43,"0,00",0,FALSE
cus_QxhmH6T78BPIr1,2024-10-03 10:35,"0,00",0,FALSE
cus_QxhT6nnrz6WqRI,2024-10-03 10:15,"0,00",0,FALSE
cus_QxhBu7uyDtd53K,2024-10-03 9:57,"897,82",8,TRUE
cus_Qxh13GpwJuv63u,2024-10-03 9:47,"0,00",0,FALSE
cus_Qxh0XpBSnt4YYQ,2024-10-03 9:46,"0,00",0,FALSE
cus_Qxgxy02m7wh7V6,2024-10-03 9:43,"0,00",0,FALSE
cus_QxghdVdof545kv,2024-10-03 9:27,"0,00",0,FALSE
cus_QxfyyYYuiCkH01,2024-10-03 8:43,"0,00",0,FALSE
cus_QxfxdiOx3r2CjS,2024-10-03 8:41,"0,00",0,FALSE
cus_Qxfj8UA07CYSQs,2024-10-03 8:28,"0,00",0,FALSE
cus_QxfQpKWh7c59fV,2024-10-03 8:09,"0,00",0,FALSE
cus_QxfLjyKgbbhtjD,2024-10-03 8:03,"0,00",0,FALSE
cus_QxfJCqyT3YOXWb,2024-10-03 8:02,"0,00",0,FALSE
cus_Qxf5VUUAsvSkVC,2024-10-03 7:47,"314,00",6,FALSE
cus_QxeMrK1kcrxgkf,2024-10-03 7:03,"0,00",0,FALSE
cus_QxeKDksVGrwiLg,2024-10-03 7:01,"0,00",0,FALSE
cus_Qxdv9I2r4hkG6S,2024-10-03 6:35,"156,00",4,FALSE
cus_QxdATtUdwx6o1b,2024-10-03 5:48,"0,00",0,FALSE
cus_QxckHzgugFVXJl,2024-10-03 5:22,"0,00",0,FALSE
cus_QxccsVKSbpkqX3,2024-10-03 5:15,"0,00",0,FALSE
cus_QxXXjYbroTvbVf,2024-10-02 23:59,"0,00",0,FALSE
cus_QxWBH4Y2zhgSnw,2024-10-02 22:35,"0,00",0,FALSE
cus_QxVLsI2sre0gOF,2024-10-02 21:43,"0,00",0,FALSE
cus_QxUoiyC25tmcCA,2024-10-02 21:11,"0,00",0,FALSE
cus_QxUonHDWV7xz4f,2024-10-02 21:10,"0,00",0,FALSE
cus_QxUHBxWn2FIYBN,2024-10-02 20:38,"0,00",0,TRUE
cus_QxUBgGSRuWSLAM,2024-10-02 20:32,"0,00",0,FALSE
cus_QxSmf8ZVcUJG2Z,2024-10-02 19:05,"0,00",0,FALSE
cus_QxSUpNy7AjuHCQ,2024-10-02 18:47,"661,61",2,TRUE
cus_QxS78hW7XS0R8R,2024-10-02 18:23,"0,00",0,FALSE
cus_QxRq5ANOzuv5cL,2024-10-02 18:06,"0,00",0,FALSE
cus_QxRkdBSVUFJOei,2024-10-02 18:00,"0,00",0,FALSE
cus_QxRSqzZ19dL9Rn,2024-10-02 17:43,"0,00",0,FALSE
cus_QxQxEgk8zFGdLH,2024-10-02 17:12,"0,00",0,FALSE
cus_QxQZRy1ZGrKods,2024-10-02 16:48,"0,00",0,FALSE
cus_QxQKYUwHsgjWNT,2024-10-02 16:32,"0,00",0,FALSE
cus_QxPqQfoGEsr4hB,2024-10-02 16:03,"195,00",5,TRUE
cus_QxPg0fqxGQdieo,2024-10-02 15:52,"0,00",0,FALSE
cus_QxP8RZtkpONMZW,2024-10-02 15:18,"0,00",0,FALSE
cus_QxObQzbY0NMwB9,2024-10-02 14:45,"0,00",0,FALSE
