id,Amount Due,Closed,Currency,Customer,Date (UTC),Due Date (UTC),Ending Balance,Forgiven,Paid,Paid At (UTC),Marked Uncollectible At (UTC),Voided At (UTC),Finalized At (UTC),Minimum Line Item Period Start (UTC),Maximum Line Item Period End (UTC),Period Start (UTC),Period End (UTC),Starting Balance,Subscription,Subtotal,Total Discount Amount,Applied Coupons,Tax,Tax Percent,Total,Amount Paid,Status,Exclusive Tax Amount,Inclusive Tax Amount
in_1Qt57GAFeGZf0UoOJ5cgKn6f,"0,00",TRUE,eur,cus_KOUjyN97lU5loO,2025-02-16 10:30,,"-10,70",FALSE,TRUE,2025-02-16 11:30,,,2025-02-16 11:30,2025-02-16 10:29,2025-03-16 10:29,2025-01-16 10:29,2025-02-16 10:29,"-10,70",sub_1K7HDUAFeGZf0UoOQ5jp8RxH,"0,00","0,00",,,21,"0,00","0,00",paid,,
in_1Qt57AAFeGZf0UoObOND5ZEX,"204,00",TRUE,eur,cus_L4YpxCD20zWz3V,2025-02-16 10:30,,"0,00",FALSE,TRUE,2025-02-16 11:30,,,2025-02-16 11:30,2025-02-16 10:29,2026-02-16 10:29,2024-02-16 10:29,2025-02-16 10:29,"0,00",sub_1KTkljAFeGZf0UoOeGlp7hHD,"204,00","0,00",,,19,"204,00","204,00",paid,,
in_1Qt4o1AFeGZf0UoOJYMemhKF,"237,00",TRUE,eur,cus_QrJSdtxeI4abqF,2025-02-16 10:10,,"0,00",FALSE,TRUE,2025-02-16 11:11,,,2025-02-16 11:11,2025-02-16 10:10,2025-03-16 10:10,2025-01-16 10:10,2025-02-16 10:10,"0,00",sub_1PzbseAFeGZf0UoOOwP0QmFB,"237,00","0,00",,,27,"237,00","237,00",paid,,
in_1Qt4c0AFeGZf0UoOEQswsSA4,"0,00",TRUE,eur,cus_OaBM55q6zTHcGE,2025-02-16 9:58,,"-28,20",FALSE,TRUE,2025-02-16 10:58,,,2025-02-16 10:58,2025-02-16 9:58,2025-03-16 9:58,2025-01-16 9:58,2025-02-16 9:58,"-28,20",sub_1O1nYlAFeGZf0UoO38ukJLBo,"0,00","0,00",,,,"0,00","0,00",paid,,
in_1Qt4X9AFeGZf0UoOYBgW7PhM,"78,00",TRUE,usd,cus_NeObUvqLNhBk03,2025-02-16 9:53,,"0,00",FALSE,TRUE,2025-02-16 10:54,,,2025-02-16 10:54,2025-02-16 9:52,2025-03-16 9:52,2025-01-16 9:52,2025-02-16 9:52,"0,00",sub_1PH0zKAFeGZf0UoOwkhl5uxn,"78,00","0,00",,,,"78,00","78,00",paid,,
in_1Qt4WbAFeGZf0UoOgo6AKpZX,"39,00",TRUE,eur,cus_QuLuGWEt5iE7d7,2025-02-16 9:52,,"0,00",FALSE,TRUE,2025-02-16 10:53,,,2025-02-16 10:53,2025-02-16 9:52,2025-03-16 9:52,2025-01-16 9:52,2025-02-16 9:52,"0,00",sub_1QhpkDAFeGZf0UoOMaCfxbJ1,"39,00","0,00",,,21,"39,00","39,00",paid,,
in_1Qt4VIAFeGZf0UoOGNn9GEkF,"39,00",TRUE,eur,cus_RIkAzOAAYIFEA5,2025-02-16 9:51,,"0,00",FALSE,TRUE,2025-02-16 10:51,,,2025-02-16 10:51,2025-02-16 9:50,2025-03-16 9:50,2025-01-16 9:50,2025-02-16 9:50,"0,00",sub_1QWawiAFeGZf0UoOECNOt0PK,"39,00","0,00",,,19,"39,00","39,00",paid,,
in_1Qt4U4AFeGZf0UoO89Eb1ZDy,"195,00",TRUE,usd,cus_Qs7fFwb3FNr0rZ,2025-02-16 9:49,,"0,00",FALSE,TRUE,2025-02-16 10:50,,,2025-02-16 10:50,2025-02-16 9:49,2025-03-16 9:49,2025-01-16 9:49,2025-02-16 9:49,"0,00",sub_1QATr5AFeGZf0UoOq7Y83lmN,"195,00","0,00",,,,"195,00","195,00",paid,,
in_1Qt4KbAFeGZf0UoOGaBfETRg,"187,20",TRUE,eur,cus_NEN7xUyBGqqnjL,2025-02-16 9:40,,"0,00",FALSE,TRUE,2025-02-16 10:41,,,2025-02-16 10:41,2025-02-16 9:40,2025-03-16 9:40,2025-01-16 9:40,2025-02-16 9:40,"0,00",sub_1OZ97kAFeGZf0UoOxQQwT04N,"156,00","0,00",,"31,20",20,"187,20","187,20",paid,"31,20","0,00"
in_1Qt47eAFeGZf0UoO2eL932Rb,"0,00",TRUE,eur,cus_MstdBk3v7daMyf,2025-02-16 9:26,,"-38,72",FALSE,TRUE,2025-02-16 10:27,,,2025-02-16 10:27,2025-02-16 9:26,2025-03-16 9:26,2025-01-16 9:26,2025-02-16 9:26,"-38,72",sub_1MFaBZAFeGZf0UoO241oG9T7,"0,00","0,00",,"0,00",23,"0,00","0,00",paid,"0,00","0,00"
in_1Qt439AFeGZf0UoOQPZB7WrI,"74,10",FALSE,eur,cus_QESFBEATGdGuka,2025-02-16 9:22,2025-02-19 9:21,"0,00",FALSE,FALSE,,,,2025-02-16 10:23,2025-02-16 9:21,2025-03-16 9:21,2025-01-16 9:21,2025-02-16 9:21,"0,00",sub_1Pd7a5AFeGZf0UoOhVISRyM6,"78,00","3,90",ovkxUJHH,,,"74,10","0,00",open,,
in_1Qt3yQAFeGZf0UoO43bKVuHi,"39,00",TRUE,eur,cus_R4WyUY5CjYiuIi,2025-02-16 9:17,,"0,00",FALSE,TRUE,2025-02-16 9:17,,,2025-02-16 9:17,2025-02-16 9:17,2025-03-16 9:17,2025-02-16 9:17,2025-02-16 9:17,"0,00",sub_1Qt3yQAFeGZf0UoOZ1hPAKZw,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1Qt3wwAFeGZf0UoOIgCFTHAe,"0,00",TRUE,usd,cus_O7zROI6XLr8n9g,2025-02-16 9:15,2025-02-18 9:15,"0,00",FALSE,TRUE,2025-02-16 10:16,,,2025-02-16 10:16,2024-02-16 9:16,2026-02-16 9:15,2024-02-16 9:15,2025-02-16 9:15,"0,00",sub_1OkNVYAFeGZf0UoOj3BUKpsV,"14868,00","14868,00",SURFE100,,,"0,00","0,00",paid,,
in_1Qt3v1AFeGZf0UoOnDQLNKTr,"1137,60",TRUE,eur,cus_OkGsHWaxSoH4CU,2025-02-16 9:13,,"0,00",FALSE,TRUE,2025-02-16 10:14,,,2025-02-16 10:14,2025-02-16 9:13,2025-03-16 9:13,2025-01-16 9:13,2025-02-16 9:13,"0,00",sub_1OzLhAAFeGZf0UoOxA4udxy4,"948,00","0,00",,"189,60",20,"1137,60","1137,60",paid,"189,60","0,00"
in_1Qt3tiAFeGZf0UoOLpTi5W6x,"39,00",TRUE,eur,cus_RKipZb0TUoySco,2025-02-16 9:12,,"0,00",FALSE,TRUE,2025-02-16 10:12,,,2025-02-16 10:12,2025-02-16 9:11,2025-03-16 9:11,2025-01-16 9:11,2025-02-16 9:11,"0,00",sub_1QWaKoAFeGZf0UoONwCijxyV,"39,00","0,00",,,19,"39,00","39,00",paid,,
in_1Qt3h1AFeGZf0UoOfrhe6GaZ,"78,00",TRUE,eur,cus_LNtBf2sp9Yfmtz,2025-02-16 8:59,,"0,00",FALSE,TRUE,2025-02-16 10:00,,,2025-02-16 10:00,2025-02-16 8:58,2025-03-16 8:58,2025-01-16 8:58,2025-02-16 8:58,"0,00",sub_1NffZ2AFeGZf0UoOdgOaD3l8,"78,00","0,00",,,,"78,00","78,00",paid,,
in_1Qt3fkAFeGZf0UoOaNvW84jH,"39,00",TRUE,eur,cus_QPF1UMiyFUbVvV,2025-02-16 8:57,,"0,00",FALSE,TRUE,2025-02-16 9:58,,,2025-02-16 9:58,2025-02-16 8:57,2025-03-16 8:57,2025-01-16 8:57,2025-02-16 8:57,"0,00",sub_1PzakXAFeGZf0UoOSSMwuUAL,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1Qt3aRAFeGZf0UoOmTYuK4Vb,"39,00",TRUE,eur,cus_Plye4PXgLifXCy,2025-02-16 8:52,,"0,00",FALSE,TRUE,2025-02-16 9:53,,,2025-02-16 9:53,2025-02-16 8:51,2025-03-16 8:51,2025-01-16 8:51,2025-02-16 8:51,"0,00",sub_1P67jlAFeGZf0UoOXGvJs5H3,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1Qt3YFAFeGZf0UoOq7tXhaRA,"35,00",TRUE,eur,cus_Ny1IwIEOfsi35C,2025-02-16 8:50,,"0,00",FALSE,TRUE,2025-02-16 9:50,,,2025-02-16 9:50,2025-02-16 8:50,2025-03-16 8:50,2025-01-16 8:50,2025-02-16 8:50,"0,00",sub_1NJYM5AFeGZf0UoO1Rw49Rum,"35,00","0,00",,,27,"35,00","35,00",paid,,
in_1Qt3WJAFeGZf0UoOzXDtXPdc,"0,00",TRUE,eur,cus_NnP6SUglLxoEuI,2025-02-16 8:48,,"-4,08",FALSE,TRUE,2025-02-16 9:48,,,2025-02-16 9:48,2025-02-16 8:47,2025-03-16 8:47,2025-01-16 8:47,2025-02-16 8:47,"-4,08",sub_1N8JXtAFeGZf0UoOozTNakii,"0,00","0,00",,,22,"0,00","0,00",paid,,
in_1Qt3TvAFeGZf0UoOPHZAKbCR,"0,00",TRUE,eur,cus_PnOcFaXc8L9B8Z,2025-02-16 8:45,,"-29,65",FALSE,TRUE,2025-02-16 9:46,,,2025-02-16 9:46,2025-02-16 8:44,2025-03-16 8:44,2025-01-16 8:44,2025-02-16 8:44,"-29,65",sub_1P67dMAFeGZf0UoOBxFgSdp8,"0,00","0,00",,,,"0,00","0,00",paid,,
in_1Qt2g2AFeGZf0UoOTsL5uaW8,"39,00",TRUE,eur,cus_QPfzfnnK8JU0UC,2025-02-16 7:54,,"0,00",FALSE,TRUE,2025-02-16 8:54,,,2025-02-16 8:54,2025-02-16 7:53,2025-03-16 7:53,2025-01-16 7:53,2025-02-16 7:53,"0,00",sub_1PoKyqAFeGZf0UoO1VlQ4MYe,"39,00","0,00",,,21,"39,00","39,00",paid,,
in_1Qt2Y4AFeGZf0UoOd9flAvo4,"0,00",TRUE,eur,cus_Pr6fTzsp4Ngivm,2025-02-16 7:45,,"-15,02",FALSE,TRUE,2025-02-16 8:46,,,2025-02-16 8:46,2025-02-16 7:45,2025-03-16 7:45,2025-01-16 7:45,2025-02-16 7:45,"-15,02",sub_1P66hkAFeGZf0UoOxO1r19Oz,"0,00","0,00",,,,"0,00","0,00",paid,,
in_1Qt2UdAFeGZf0UoOB290zOQC,"0,00",TRUE,eur,cus_Oi2fmfb1eyOQy0,2025-02-16 7:42,,"-38,81",FALSE,TRUE,2025-02-16 8:43,,,2025-02-16 8:43,2025-02-16 7:42,2025-03-16 7:42,2025-01-16 7:42,2025-02-16 7:42,"-38,81",sub_1OZ7HiAFeGZf0UoOWbwSYtA5,"0,00","0,00",,,19,"0,00","0,00",paid,,
in_1Qt1XBAFeGZf0UoO2nnKay2v,"39,00",TRUE,eur,cus_OcP3AMvtxAAd0Q,2025-02-16 6:40,,"0,00",FALSE,TRUE,2025-02-16 7:41,,,2025-02-16 7:41,2025-02-16 6:40,2025-03-16 6:40,2025-01-16 6:40,2025-02-16 6:40,"0,00",sub_1PoJpnAFeGZf0UoOMR8JCKu9,"39,00","0,00",,,25,"39,00","39,00",paid,,
in_1Qt1USAFeGZf0UoOI8SdM22C,"0,00",TRUE,eur,cus_MhEgq6eYss1AiM,2025-02-16 6:38,,"-9,51",FALSE,TRUE,2025-02-16 7:38,,,2025-02-16 7:38,2025-02-16 6:37,2025-03-16 6:37,2025-01-16 6:37,2025-02-16 6:37,"-9,51",sub_1M4fFVAFeGZf0UoO6GBnUmZF,"0,00","0,00",,,,"0,00","0,00",paid,,
in_1Qt1TUAFeGZf0UoOCaukD6NP,"132,16",TRUE,eur,cus_IndNM6qQCK6ITy,2025-02-16 6:37,,"0,00",FALSE,TRUE,2025-02-16 7:38,,,2025-02-16 7:38,2025-02-16 6:36,2026-02-16 6:36,2024-02-16 6:36,2025-02-16 6:36,"-85,64",sub_IxHkIlIjKsaDoh,"180,00","0,00",,"37,80",21,"217,80","132,16",paid,"37,80","0,00"
in_1Qt1SWAFeGZf0UoOqFLicoD9,"0,00",TRUE,eur,cus_HWvqPeRkj6Hyea,2025-02-16 6:36,,"-14,40",FALSE,TRUE,2025-02-16 7:37,,,2025-02-16 7:37,2025-02-16 6:35,2025-03-16 6:35,2025-01-16 6:35,2025-02-16 6:35,"-14,40",sub_IDCxNUoAzCpjEM,"0,00","0,00",,,,"0,00","0,00",paid,,
in_1Qt1LZAFeGZf0UoORnd8rWMX,"0,00",TRUE,eur,cus_LqKufNmIFi9ooZ,2025-02-16 6:28,,"-23,06",FALSE,TRUE,2025-02-16 7:29,,,2025-02-16 7:29,2025-02-16 6:28,2025-03-16 6:28,2025-01-16 6:28,2025-02-16 6:28,"-23,06",sub_1LBCBmAFeGZf0UoOaJneObaE,"0,00","0,00",,,21,"0,00","0,00",paid,,
in_1Qt0gyAFeGZf0UoOFv3c4PcR,"0,00",TRUE,usd,cus_Ia1y4kqqh1td8b,2025-02-16 5:47,,"-4,53",FALSE,TRUE,2025-02-16 6:47,,,2025-02-16 6:47,2025-02-16 5:46,2025-03-16 5:46,2025-01-16 5:46,2025-02-16 5:46,"-4,53",sub_Ia2w8Fl8r0PlmW,"0,00","0,00",,,,"0,00","0,00",paid,,
in_1Qsys3AFeGZf0UoOOcJ7DCnS,"0,00",TRUE,usd,cus_NP1EA7odVnu4Tk,2025-02-16 3:50,,"-38,92",FALSE,TRUE,2025-02-16 4:51,,,2025-02-16 4:51,2025-02-16 3:49,2025-03-16 3:49,2025-01-16 3:49,2025-02-16 3:49,"-38,92",sub_1Mm7oVAFeGZf0UoOOUBN0Bel,"0,00","0,00",,,,"0,00","0,00",paid,,
in_1QsymGAFeGZf0UoOQkPWfHqS,"348,00",TRUE,usd,cus_InKiwgc1yeXKWk,2025-02-16 3:44,,"0,00",FALSE,TRUE,2025-02-16 4:44,,,2025-02-16 4:44,2025-02-16 3:43,2026-02-16 3:43,2024-02-16 3:43,2025-02-16 3:43,"0,00",sub_IxExwaEpYrVsFD,"348,00","0,00",,,,"348,00","348,00",paid,,
in_1Qsxc4AFeGZf0UoOqL4aMQVN,"39,00",FALSE,usd,cus_Qi6V0Du7yti9Es,2025-02-16 2:29,,"0,00",FALSE,FALSE,,,,2025-02-16 3:30,2025-02-16 2:29,2025-03-16 2:29,2025-01-16 2:29,2025-02-16 2:29,"0,00",sub_1PzUgjAFeGZf0UoOvXerNazO,"39,00","0,00",,,,"39,00","0,00",open,,
in_1QsxE3AFeGZf0UoObXFIZT1Z,"39,00",TRUE,usd,cus_PkMzLcCYfV70xn,2025-02-16 2:04,,"0,00",FALSE,TRUE,2025-02-16 3:05,,,2025-02-16 3:05,2025-02-16 2:04,2025-03-16 2:04,2025-01-16 2:04,2025-02-16 2:04,"0,00",sub_1P61NWAFeGZf0UoOfoWRIr7t,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1QswwPAFeGZf0UoORYUQOpZt,"78,00",TRUE,usd,cus_QS5Vg07Q2k8rro,2025-02-16 1:46,,"0,00",FALSE,TRUE,2025-02-16 2:47,,,2025-02-16 2:47,2025-02-16 1:45,2025-03-16 1:45,2025-01-16 1:45,2025-02-16 1:45,"0,00",sub_1Qhi9bAFeGZf0UoOZUxYmaEb,"78,00","0,00",,,,"78,00","78,00",paid,,
in_1QswJ2AFeGZf0UoOetQaI4NM,"0,00",TRUE,usd,cus_In2a8kGSOqszkz,2025-02-16 1:06,,"-36,93",FALSE,TRUE,2025-02-16 2:06,,,2025-02-16 2:06,2025-02-16 1:05,2025-03-16 1:05,2025-01-16 1:05,2025-02-16 1:05,"-36,93",sub_IxCPJg05uRMucv,"0,00","0,00",,,,"0,00","0,00",paid,,
in_1QsvYYAFeGZf0UoO97OjCTaU,"39,00",TRUE,usd,cus_OlmCGrLmUMumSl,2025-02-16 0:17,,"0,00",FALSE,TRUE,2025-02-16 1:18,,,2025-02-16 1:18,2025-02-16 0:17,2025-03-16 0:17,2025-01-16 0:17,2025-02-16 0:17,"0,00",sub_1O1eUvAFeGZf0UoOhW0u2Ny3,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1QsvM0AFeGZf0UoOXOPo8qU7,"0,00",TRUE,usd,cus_OKfp3dJkU1rdXx,2025-02-16 0:05,,"-21,65",FALSE,TRUE,2025-02-16 1:05,,,2025-02-16 1:05,2025-02-16 0:04,2025-03-16 0:04,2025-01-16 0:04,2025-02-16 0:04,"-21,65",sub_1NfXDpAFeGZf0UoOXzsOUMhT,"0,00","0,00",,,,"0,00","0,00",paid,,
in_1Qsv1xAFeGZf0UoO7cVpS8Pc,"79,00",TRUE,usd,cus_QBpH2PWYPetZob,2025-02-15 23:44,,"0,00",FALSE,TRUE,2025-02-16 0:44,,,2025-02-16 0:44,2025-02-15 23:44,2025-03-15 23:44,2025-01-15 23:44,2025-02-15 23:44,"0,00",sub_1PcyZ0AFeGZf0UoOlRhk5R18,"79,00","0,00",,,,"79,00","79,00",paid,,
in_1QsuwIAFeGZf0UoO9cDTId7F,"0,00",TRUE,eur,cus_ITYabO8WZ06RKV,2025-02-15 23:38,,"-7,93",FALSE,TRUE,2025-02-16 0:39,,,2025-02-16 0:39,2025-02-15 23:37,2025-03-15 23:37,2025-01-15 23:37,2025-02-15 23:37,"-7,93",sub_IZwzw0Vu1Sqtg7,"0,00","0,00",,,,"0,00","0,00",paid,,
in_1QsuM2AFeGZf0UoOgNZKKbqw,"0,00",TRUE,eur,cus_PjQZUJmMBSpbsK,2025-02-15 23:00,,"-28,68",FALSE,TRUE,2025-02-16 0:01,,,2025-02-16 0:01,2025-02-15 23:00,2025-03-15 23:00,2025-01-15 23:00,2025-02-15 23:00,"-28,68",sub_1OujkBAFeGZf0UoOzTcB3tbS,"0,00","0,00",,,,"0,00","0,00",paid,,
in_1QsuFTAFeGZf0UoODWYcA70q,"79,00",TRUE,usd,cus_Q9iL8j79SH4qRx,2025-02-15 22:54,,"0,00",FALSE,TRUE,2025-02-15 23:55,,,2025-02-15 23:55,2025-02-15 22:53,2025-03-15 22:53,2025-01-15 22:53,2025-02-15 22:53,"0,00",sub_1QhfSyAFeGZf0UoOvnMuC8rD,"79,00","0,00",,,,"79,00","79,00",paid,,
in_1QsuDDAFeGZf0UoODE2Au29m,"39,00",TRUE,usd,cus_Pmjnjqn9m5mV6P,2025-02-15 22:51,,"0,00",FALSE,TRUE,2025-02-15 23:52,,,2025-02-15 23:52,2025-02-15 22:51,2025-03-15 22:51,2025-01-15 22:51,2025-02-15 22:51,"0,00",sub_1P5yMyAFeGZf0UoOC4x50tSj,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1Qsu4jAFeGZf0UoOsoCNXSmL,"0,00",TRUE,usd,cus_NGuZiMCsfIIj6C,2025-02-15 22:43,,"-197,21",FALSE,TRUE,2025-02-15 23:44,,,2025-02-15 23:44,2025-02-15 22:42,2026-02-15 22:42,2024-02-15 22:42,2025-02-15 22:42,"-545,21",sub_1MbtgeAFeGZf0UoOfhr8ASAR,"348,00","0,00",,,,"348,00","0,00",paid,,
in_1QstxwAFeGZf0UoOYWIei2Qb,"0,00",TRUE,usd,cus_JXpG0kZ2P9XSvG,2025-02-15 22:36,,"-11,60",FALSE,TRUE,2025-02-15 23:37,,,2025-02-15 23:37,2025-02-15 22:35,2025-03-15 22:35,2025-01-15 22:35,2025-02-15 22:35,"-11,60",sub_Jg75Vw7HQ2dDZI,"0,00","0,00",,,,"0,00","0,00",paid,,
in_1Qst1rAFeGZf0UoOqO5jLpSm,"828,00",TRUE,usd,cus_IaaO4uxWrNGWdi,2025-02-15 21:36,,"0,00",FALSE,TRUE,2025-02-15 22:37,,,2025-02-15 22:37,2025-02-15 21:35,2026-02-15 21:35,2024-02-15 21:35,2025-02-15 21:35,"0,00",sub_1OkCaYAFeGZf0UoOjWZLVNYO,"828,00","0,00",,,,"828,00","828,00",paid,,
in_1QssrsAFeGZf0UoOE5LBAFS2,"78,00",TRUE,usd,cus_OyyKstr3TUsbGI,2025-02-15 21:25,,"0,00",FALSE,TRUE,2025-02-15 22:26,,,2025-02-15 22:26,2025-02-15 21:25,2025-03-15 21:25,2025-01-15 21:25,2025-02-15 21:25,"0,00",sub_1OCqaGAFeGZf0UoOf1UhYCsN,"78,00","0,00",,,,"78,00","78,00",paid,,
in_1QssnkAFeGZf0UoO4t9JOltB,"39,00",TRUE,usd,cus_QESECx86YAbgoc,2025-02-15 21:21,,"0,00",FALSE,TRUE,2025-02-15 22:22,,,2025-02-15 22:22,2025-02-15 21:21,2025-03-15 21:21,2025-01-15 21:21,2025-02-15 21:21,"0,00",sub_1Qhe1PAFeGZf0UoOJaBuUWQO,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1Qssm3AFeGZf0UoOjyo09DeE,"117,00",TRUE,usd,cus_Q9GyJmJWMKpFCE,2025-02-15 21:19,,"0,00",FALSE,TRUE,2025-02-15 22:19,,,2025-02-15 22:19,2025-02-15 21:18,2025-03-15 21:18,2025-01-15 21:18,2025-02-15 21:18,"0,00",sub_1PcwIKAFeGZf0UoOSOHFrUK3,"117,00","0,00",,,,"117,00","117,00",paid,,
in_1QssiAAFeGZf0UoOr5TU3PeZ,"39,00",TRUE,usd,cus_QOdvn37UNSj3qM,2025-02-15 21:15,,"0,00",FALSE,TRUE,2025-02-15 22:16,,,2025-02-15 22:16,2025-02-15 21:14,2025-03-15 21:14,2025-01-15 21:14,2025-02-15 21:14,"0,00",sub_1PcwEYAFeGZf0UoOCFiDn6mm,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1QsrwDAFeGZf0UoOwsciNkCl,"0,00",TRUE,usd,cus_Nogcc0aIuq7kiL,2025-02-15 20:26,,"-5,42",FALSE,TRUE,2025-02-15 21:27,,,2025-02-15 21:27,2025-02-15 20:26,2025-03-15 20:26,2025-01-15 20:26,2025-02-15 20:26,"-5,42",sub_1N87y1AFeGZf0UoOcm7ceBTz,"0,00","0,00",,,,"0,00","0,00",paid,,
in_1QsrTiAFeGZf0UoO95wJelPs,"0,00",TRUE,usd,cus_LQcL4WmK12qT7l,2025-02-15 19:56,,"-18,58",FALSE,TRUE,2025-02-15 20:57,,,2025-02-15 20:57,2025-02-15 19:56,2025-03-15 19:56,2025-01-15 19:56,2025-02-15 19:56,"-18,58",sub_1KovFcAFeGZf0UoOal7D5SYz,"0,00","0,00",,,,"0,00","0,00",paid,,
in_1Qsr9zAFeGZf0UoOBcFDJk1U,"39,00",TRUE,usd,cus_R7BGncoqBs5ZUK,2025-02-15 19:36,,"0,00",FALSE,TRUE,2025-02-15 20:36,,,2025-02-15 20:36,2025-02-15 19:35,2025-03-15 19:35,2025-01-15 19:35,2025-02-15 19:35,"0,00",sub_1QLVIVAFeGZf0UoO5QtyELYG,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1Qsr9RAFeGZf0UoOEqTp49m5,"39,00",TRUE,usd,cus_MyE661841h85KF,2025-02-15 19:35,,"0,00",FALSE,TRUE,2025-02-15 20:36,,,2025-02-15 20:36,2025-02-15 19:34,2025-03-15 19:34,2025-01-15 19:34,2025-02-15 19:34,"0,00",sub_1MbqknAFeGZf0UoO6NGm7SEL,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1QsqWeAFeGZf0UoOLlSeSeAE,"0,00",TRUE,usd,cus_MyFx4dqLsNykwg,2025-02-15 18:55,,"-18,99",FALSE,TRUE,2025-02-15 19:56,,,2025-02-15 19:56,2025-02-15 18:55,2025-03-15 18:55,2025-01-15 18:55,2025-02-15 18:55,"-18,99",sub_1MFMaHAFeGZf0UoO1UDyQ5ut,"0,00","0,00",,,,"0,00","0,00",paid,,
in_1QsqDCAFeGZf0UoOUSPkVuaB,"39,00",TRUE,usd,cus_QFFDk6lOSGwBzY,2025-02-15 18:35,,"0,00",FALSE,TRUE,2025-02-15 19:36,,,2025-02-15 19:36,2025-02-15 18:35,2025-03-15 18:35,2025-01-15 18:35,2025-02-15 18:35,"0,00",sub_1QAFaYAFeGZf0UoOjptrekMz,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1Qsq3TAFeGZf0UoOmB2TtJUR,"78,00",TRUE,eur,cus_PjznAYSyn7nNA1,2025-02-15 18:25,,"0,00",FALSE,TRUE,2025-02-15 19:25,,,2025-02-15 19:25,2025-02-15 18:24,2025-03-15 18:24,2025-01-15 18:24,2025-02-15 18:24,"0,00",sub_1P5uCnAFeGZf0UoO3ipGtHfX,"78,00","0,00",,,19,"78,00","78,00",paid,,
in_1Qsq3PAFeGZf0UoOZTKOlhhR,"195,00",TRUE,eur,cus_PZaexGoR6tN50B,2025-02-15 18:25,,"0,00",FALSE,TRUE,2025-02-15 19:25,,,2025-02-15 19:25,2025-02-15 18:24,2025-03-15 18:24,2025-01-15 18:24,2025-02-15 18:24,"0,00",sub_1OufQsAFeGZf0UoOsKV3o3Wa,"195,00","0,00",,,,"195,00","195,00",paid,,
in_1Qsq1WAFeGZf0UoOIpInMVY3,"0,00",TRUE,eur,cus_Kv7mR64txekmCd,2025-02-15 18:23,,"-277,70",FALSE,TRUE,2025-02-15 19:24,,,2025-02-15 19:24,2025-02-15 18:23,2025-03-15 18:23,2025-01-15 18:23,2025-02-15 18:23,"-277,70",sub_1KKMdbAFeGZf0UoOwD3hI2JO,"0,00","0,00",,,21,"0,00","0,00",paid,,
in_1QspaIAFeGZf0UoOcncHDoQ5,"39,00",TRUE,eur,cus_Qr94rD8Y9PaIY8,2025-02-15 17:55,,"0,00",FALSE,TRUE,2025-02-15 18:55,,,2025-02-15 18:55,2025-02-15 17:54,2025-03-15 17:54,2025-01-15 17:54,2025-02-15 17:54,"0,00",sub_1QAEwvAFeGZf0UoO35jCItEw,"39,00","0,00",,,19,"39,00","39,00",paid,,
in_1QspWrAFeGZf0UoOwFSPDHIP,"39,00",TRUE,usd,cus_RSZL1pE7yZsIri,2025-02-15 17:51,,"0,00",FALSE,TRUE,2025-02-15 17:51,,,2025-02-15 17:51,2025-02-15 17:51,2025-03-15 17:51,2025-02-15 17:51,2025-02-15 17:51,"0,00",sub_1QspWrAFeGZf0UoOYD9JK34l,"39,00","0,00",,,,"39,00","39,00",paid,,
in_1QspWYAFeGZf0UoOFhFZmx9s,"588,00",FALSE,usd,cus_OAnsNKzHz0wPrU,2025-02-15 17:51,,"0,00",FALSE,FALSE,,,,2025-02-15 18:52,2025-02-15 17:50,2026-02-15 17:50,2024-02-15 17:50,2025-02-15 17:50,"0,00",sub_1Ok94yAFeGZf0UoO8OTuH3m2,"588,00","0,00",,,,"588,00","0,00",open,,
in_1Qsp6MAFeGZf0UoOzb4sxlrX,"0,00",TRUE,eur,cus_L6qZc1C9ilYAG4,2025-02-15 17:24,,"-28,50",FALSE,TRUE,2025-02-15 18:25,,,2025-02-15 18:25,2025-02-15 17:24,2025-03-15 17:24,2025-01-15 17:24,2025-02-15 17:24,"-28,50",sub_1KTUkyAFeGZf0UoOFVcLxF9A,"0,00","0,00",,"0,00",20,"0,00","0,00",paid,"0,00","0,00"
in_1Qsp2OAFeGZf0UoOkvYS9I5p,"117,00",TRUE,usd,cus_OGQBjLfW69yPbv,2025-02-15 17:20,,"0,00",FALSE,TRUE,2025-02-15 18:20,,,2025-02-15 18:20,2025-02-15 17:19,2025-03-15 17:19,2025-01-15 17:19,2025-02-15 17:19,"0,00",sub_1NfQtwAFeGZf0UoOXMinTEKb,"117,00","0,00",,,,"117,00","117,00",paid,,
